emp_no,first_name,last_name,to_date,dept_no,dept_name
79390,Bernt,Shigei,9999-01-01,d007,Sales
79391,Gritta,Garnham,9999-01-01,d005,Development
79429,Koldo,Swab,9999-01-01,d005,Development
79434,Claudi,Byoun,9999-01-01,d005,Development
79442,Yannis,McClurg,9999-01-01,d007,Sales
79470,Sadegh,Schmittgen,9999-01-01,d005,Development
79473,Denny,Ellozy,9999-01-01,d005,Development
79486,Mitchel,Garigliano,9999-01-01,d005,Development
79488,Yolla,Shumilov,9999-01-01,d005,Development
79505,Sariel,Farrel,9999-01-01,d005,Development
79509,Vitaly,Akiyama,9999-01-01,d007,Sales
79566,Fumino,Peron,9999-01-01,d007,Sales
79644,Radoslaw,Lindenbaum,9999-01-01,d005,Development
79669,Premsyl,Meszaros,9999-01-01,d005,Development
79684,JiYoung,Janocha,9999-01-01,d007,Sales
79696,Gopalakrishnan,Vadhan,9999-01-01,d005,Development
79704,Ipke,Neiman,9999-01-01,d005,Development
79748,George,Beutelspacher,9999-01-01,d005,Development
79761,Prasadram,Encarnacion,9999-01-01,d005,Development
79765,Gonzalo,Danecki,9999-01-01,d007,Sales
79766,Fox,Swiler,9999-01-01,d005,Development
79772,Xiaoqiu,Gulik,9999-01-01,d007,Sales
79789,Kotesh,Crelier,9999-01-01,d005,Development
79834,Guiseppe,Wuwongse,9999-01-01,d007,Sales
79839,Khue,Bolotov,9999-01-01,d005,Development
79858,Mansur,Marzano,9999-01-01,d005,Development
79999,Chuanti,Jakobus,9999-01-01,d005,Development
80032,Yurij,Isaac,9999-01-01,d007,Sales
80070,Mana,Thisen,9999-01-01,d007,Sales
80092,Yucel,Wilharm,9999-01-01,d005,Development
80132,Nidapan,Hedayat,9999-01-01,d005,Development
80136,Gaurav,Berstel,9999-01-01,d005,Development
80171,Kshitij,Zykh,9999-01-01,d005,Development
80198,Yefim,Anger,9999-01-01,d007,Sales
80223,Sadegh,Einsfeld,9999-01-01,d005,Development
80224,Reinhard,Zaiane,9999-01-01,d007,Sales
80227,Kerryn,Braunschweig,9999-01-01,d005,Development
80251,Yoshinari,Kitai,9999-01-01,d005,Development
80270,Fen,Jonsson,9999-01-01,d007,Sales
80288,Teiji,Rousseau,9999-01-01,d005,Development
80332,Behnaam,Masand,9999-01-01,d007,Sales
80370,Honesty,Weiland,9999-01-01,d005,Development
80375,Atreye,Peac,9999-01-01,d005,Development
80389,Pasqua,Rosiles,9999-01-01,d005,Development
80429,Prodip,Suermann,9999-01-01,d007,Sales
80439,Jolita,Calkin,9999-01-01,d005,Development
80456,Aemilian,Gire,9999-01-01,d005,Development
80466,Takahiro,Bala,9999-01-01,d007,Sales
80550,Candida,Cullers,9999-01-01,d005,Development
80611,Pramod,Sifakis,9999-01-01,d005,Development
80617,Prodip,Kugler,9999-01-01,d005,Development
80620,Filipe,Gischer,9999-01-01,d007,Sales
80653,Chiranjit,Kavanagh,9999-01-01,d005,Development
80665,Angel,Angot,9999-01-01,d007,Sales
80689,Hitofumi,Conta,9999-01-01,d005,Development
80705,Josyula,Shackel,9999-01-01,d005,Development
80744,Badri,Bauknecht,9999-01-01,d007,Sales
80781,Xudong,Danner,9999-01-01,d005,Development
80790,Stepehn,Unno,9999-01-01,d005,Development
80791,Takahiro,Molenkamp,9999-01-01,d005,Development
80801,Bluma,Ambroszkiewicz,9999-01-01,d007,Sales
80834,Sham,Reinhart,9999-01-01,d005,Development
80838,Cheong,Ruemmler,9999-01-01,d007,Sales
80844,Brigham,Hellwagner,9999-01-01,d005,Development
80862,Serenella,Improta,9999-01-01,d007,Sales
80869,Ishfaq,Randi,9999-01-01,d005,Development
80873,Marsal,Nishimukai,9999-01-01,d007,Sales
80903,Yakichi,Dulin,9999-01-01,d005,Development
80981,Fumitake,Niizuma,9999-01-01,d005,Development
80991,Marco,Schreiter,9999-01-01,d007,Sales
81007,Mototsugu,Rande,9999-01-01,d007,Sales
81047,Masaki,Dulay,9999-01-01,d005,Development
81152,Macha,Junet,9999-01-01,d005,Development
81177,Bodh,Berendt,9999-01-01,d005,Development
81189,Serge,Broomell,9999-01-01,d007,Sales
81201,Werner,Knightly,9999-01-01,d007,Sales
81208,Sumant,Rindone,9999-01-01,d005,Development
81292,Ortrun,Copas,9999-01-01,d005,Development
81303,Ghassan,Berstel,9999-01-01,d007,Sales
81329,Divine,Gire,9999-01-01,d005,Development
81338,Xiaoqiang,Erol,9999-01-01,d007,Sales
81340,Baocai,Poehlman,9999-01-01,d007,Sales
81358,Premal,Quadeer,9999-01-01,d007,Sales
81368,Frederique,Ghemri,9999-01-01,d005,Development
81376,Gunilla,Fabrizio,9999-01-01,d005,Development
81408,Atreye,Picaronny,9999-01-01,d007,Sales
81412,Zhenhua,Menyhert,9999-01-01,d007,Sales
81432,Hideyuki,Veldwijk,9999-01-01,d005,Development
81438,Mack,McClure,9999-01-01,d005,Development
81466,Zejun,Krone,9999-01-01,d005,Development
81468,Aiman,Bodoff,9999-01-01,d005,Development
81479,Girolamo,Vuskovic,9999-01-01,d005,Development
81494,Hatsukazu,Litzkow,9999-01-01,d005,Development
81510,Mamdouh,Penttonen,9999-01-01,d007,Sales
81517,Xiong,Reutenauer,9999-01-01,d007,Sales
81527,Arnd,Bouloucos,9999-01-01,d007,Sales
81572,Ingemar,DiGiano,9999-01-01,d005,Development
81592,Monique,Rehfuss,9999-01-01,d007,Sales
81594,Saddek,Spinelli,9999-01-01,d005,Development
81603,Suzette,Zuberek,9999-01-01,d007,Sales
81658,Rosine,Pearson,9999-01-01,d005,Development
81660,Arno,Schaap,9999-01-01,d005,Development
81672,Kazuhito,Aloia,9999-01-01,d005,Development
81730,Sergi,DuBourdieux,9999-01-01,d007,Sales
81755,Peer,Beeson,9999-01-01,d005,Development
81810,Baruch,Schaap,9999-01-01,d005,Development
81849,Debatosh,Bednarek,9999-01-01,d007,Sales
81851,Dante,Heystek,9999-01-01,d005,Development
81861,Tesuro,Walstra,9999-01-01,d005,Development
81940,Ioana,Siksek,9999-01-01,d005,Development
81973,Shigenori,Panienski,9999-01-01,d007,Sales
81981,Weicheng,Welham,9999-01-01,d005,Development
81988,Lene,Pews,9999-01-01,d007,Sales
81998,Mari,Iwayama,9999-01-01,d007,Sales
82003,Saeko,Tomescu,9999-01-01,d005,Development
82027,Henk,Ellozy,9999-01-01,d007,Sales
82045,Tse,Bolsens,9999-01-01,d005,Development
82052,Lidong,Rahier,9999-01-01,d007,Sales
82065,Christophe,Anger,9999-01-01,d005,Development
82107,Gunilla,Heping,9999-01-01,d007,Sales
82110,Vugranam,Gecsel,9999-01-01,d007,Sales
82116,Chiradeep,Shiratori,9999-01-01,d005,Development
82123,Tokuyasu,Dayana,9999-01-01,d005,Development
82139,Satoru,Zucker,9999-01-01,d005,Development
82145,Zhongwei,Pagter,9999-01-01,d007,Sales
82162,Shigeo,Kroft,9999-01-01,d005,Development
82194,Geoff,Eastman,9999-01-01,d005,Development
82222,Sampalli,Luit,9999-01-01,d005,Development
82227,Xiaocheng,Sethi,9999-01-01,d005,Development
82263,Vishv,Haumacher,9999-01-01,d007,Sales
82278,Tomokazu,Murillo,9999-01-01,d007,Sales
82295,Manohar,Parfitt,9999-01-01,d005,Development
82309,Hideyuki,Ramsak,9999-01-01,d007,Sales
82310,Jinxi,Panangaden,9999-01-01,d005,Development
82324,Ashish,Knightly,9999-01-01,d007,Sales
82339,Jeanna,Schrift,9999-01-01,d005,Development
82350,Nahla,Stifter,9999-01-01,d005,Development
82367,Miyeon,Halloran,9999-01-01,d007,Sales
82371,Frederique,Erev,9999-01-01,d007,Sales
82385,Sanjai,Biran,9999-01-01,d007,Sales
82388,Munehiko,Zucker,9999-01-01,d005,Development
82391,Mayuko,McAffer,9999-01-01,d007,Sales
82397,Mart,Peris,9999-01-01,d007,Sales
82443,Vincent,Perry,9999-01-01,d005,Development
82457,Vidar,Pauthner,9999-01-01,d005,Development
82478,Vishwani,Ginneken,9999-01-01,d005,Development
82491,Lalit,Lorho,9999-01-01,d005,Development
82555,Fabrizio,Kavraki,9999-01-01,d005,Development
82571,Padma,Argence,9999-01-01,d005,Development
82601,Munehiko,Nitto,9999-01-01,d005,Development
82634,Volkmar,Plesums,9999-01-01,d005,Development
82646,Shugo,Plump,9999-01-01,d005,Development
82668,Feipei,Menhardt,9999-01-01,d007,Sales
82678,Poorav,Haldar,9999-01-01,d005,Development
82689,Zijian,Crouzet,9999-01-01,d005,Development
82704,Marla,Lunn,9999-01-01,d005,Development
82760,Weiwu,Dulay,9999-01-01,d005,Development
82761,Mabry,Underwood,9999-01-01,d007,Sales
82834,Kersti,Lieblein,9999-01-01,d005,Development
82856,Hidefumi,Erez,9999-01-01,d005,Development
82875,Domenick,Terekhov,9999-01-01,d007,Sales
82895,Ramya,Peck,9999-01-01,d005,Development
82970,Qiwen,Servieres,9999-01-01,d007,Sales
82981,Fayez,Mitina,9999-01-01,d005,Development
82992,Jixiang,Marwedel,9999-01-01,d005,Development
82996,Shahab,Ramras,9999-01-01,d005,Development
83057,Niteen,Passafiume,9999-01-01,d007,Sales
83092,Bernt,Kranzdorf,9999-01-01,d005,Development
83125,Frederique,Staudhammer,9999-01-01,d005,Development
83143,Luisa,Krupka,9999-01-01,d005,Development
83189,Kristian,Birrer,9999-01-01,d005,Development
83194,Vidar,Bridgland,9999-01-01,d007,Sales
83260,Premsyl,Markovitch,9999-01-01,d005,Development
83284,Genta,Ghalwash,9999-01-01,d005,Development
83294,Gudjon,Petersohn,9999-01-01,d005,Development
83296,Pascal,Lorin,9999-01-01,d005,Development
83328,Ute,Demri,9999-01-01,d005,Development
83348,Bokyung,Kuszyk,9999-01-01,d005,Development
83375,Anestis,Kenevan,9999-01-01,d005,Development
83408,Brewster,Pettey,9999-01-01,d005,Development
83443,Shigeu,Nooteboom,9999-01-01,d005,Development
83468,Charlene,Beilner,9999-01-01,d007,Sales
83506,Mohamadou,Lamma,9999-01-01,d005,Development
83546,Maha,Kawashimo,9999-01-01,d005,Development
83557,Elvis,Candan,9999-01-01,d005,Development
83559,Mircea,Schmittgen,9999-01-01,d005,Development
83573,Slavian,Thummel,9999-01-01,d005,Development
83574,Gonzalo,Masamoto,9999-01-01,d007,Sales
83585,Susuma,Himler,9999-01-01,d005,Development
83595,Divine,Koshino,9999-01-01,d005,Development
83626,Reuven,Maccarone,9999-01-01,d005,Development
83643,Jinxi,Tsukune,9999-01-01,d005,Development
83650,Mariangiola,Raoux,9999-01-01,d005,Development
83730,Dharmaraja,Lorie,9999-01-01,d007,Sales
83748,Hyuncheol,Molberg,9999-01-01,d005,Development
83756,Constantijn,Esposito,9999-01-01,d005,Development
83757,Radhia,Zielinski,9999-01-01,d005,Development
83768,Mark,Ariola,9999-01-01,d007,Sales
83778,Premsyl,Nitto,9999-01-01,d007,Sales
83787,Xuejia,Lanzelotte,9999-01-01,d007,Sales
83797,Kazuhisa,Fontan,9999-01-01,d007,Sales
83798,Shigeo,Kropp,9999-01-01,d005,Development
83804,Iara,Kragelund,9999-01-01,d005,Development
83806,Froduald,Kumaresan,9999-01-01,d005,Development
83808,Danel,Setiz,9999-01-01,d007,Sales
83829,Cristinel,Zielinski,9999-01-01,d007,Sales
83850,Mooi,Bugaenko,9999-01-01,d007,Sales
83881,Gino,Michaels,9999-01-01,d005,Development
83895,Hyuncheol,Pettey,9999-01-01,d005,Development
83898,Erzsebet,England,9999-01-01,d005,Development
83910,Zdislav,Flexer,9999-01-01,d005,Development
83934,Mabhin,Edelhoff,9999-01-01,d005,Development
83947,Lucien,Usdin,9999-01-01,d005,Development
83968,Giap,Rando,9999-01-01,d005,Development
83977,Masali,Yetim,9999-01-01,d007,Sales
84000,Val,Antonakopoulos,9999-01-01,d005,Development
84001,Badri,Facello,9999-01-01,d005,Development
84051,Kirk,Taubman,9999-01-01,d007,Sales
84059,Lidong,Hofting,9999-01-01,d005,Development
84066,Jianhui,Thambidurai,9999-01-01,d005,Development
84098,Shalesh,Merle,9999-01-01,d007,Sales
84114,Gaetan,Naudin,9999-01-01,d005,Development
84138,Jovan,Maginnis,9999-01-01,d005,Development
84188,Serenella,Holburn,9999-01-01,d005,Development
84202,Atreye,Serre,9999-01-01,d005,Development
84214,Van,Chaudhuri,9999-01-01,d005,Development
84219,DeForest,Vuskovic,9999-01-01,d007,Sales
84260,Gunilla,Boreale,9999-01-01,d005,Development
84263,Jackson,Henseler,9999-01-01,d007,Sales
84268,Kazuhira,Belinskaya,9999-01-01,d005,Development
84292,Leaf,Luff,9999-01-01,d005,Development
84305,Minghong,Kalloufi,9999-01-01,d005,Development
84331,Ziyad,Rousseau,9999-01-01,d007,Sales
84340,Moriyoshi,Granlund,9999-01-01,d007,Sales
84370,Fei,Reghbati,9999-01-01,d007,Sales
84419,Hailing,Foote,9999-01-01,d005,Development
84459,Amalendu,Barreiro,9999-01-01,d005,Development
84475,Kien,Erni,9999-01-01,d005,Development
84487,Apostol,Hashii,9999-01-01,d005,Development
84502,Murthy,Tomescu,9999-01-01,d005,Development
84510,Matt,Leaver,9999-01-01,d005,Development
84552,Pramod,Sidou,9999-01-01,d005,Development
84568,Denny,Peltason,9999-01-01,d005,Development
84587,Sangeeta,Bressoud,9999-01-01,d005,Development
84600,Sham,Chachaty,9999-01-01,d005,Development
84606,Gully,Kawashimo,9999-01-01,d005,Development
84626,Yonghong,Pena,9999-01-01,d005,Development
84629,Heon,Kaltofen,9999-01-01,d007,Sales
84662,Sanjeeva,Kalafatis,9999-01-01,d007,Sales
84671,Lenore,Dalphin,9999-01-01,d005,Development
84672,Mihalis,Lamparter,9999-01-01,d007,Sales
84685,Alejandra,Jullig,9999-01-01,d005,Development
84686,Rosli,Vieri,9999-01-01,d005,Development
84720,Akemi,Champarnaud,9999-01-01,d007,Sales
84734,Khedija,Kadhim,9999-01-01,d005,Development
84743,Juichirou,Picaronny,9999-01-01,d005,Development
84747,Yoshinari,Felcyn,9999-01-01,d007,Sales
84773,Naraig,Frolund,9999-01-01,d005,Development
84821,Magy,Vieri,9999-01-01,d007,Sales
84901,Lucien,Peak,9999-01-01,d007,Sales
84907,Miomir,Smailagic,9999-01-01,d007,Sales
84917,Rafael,Fetvedt,9999-01-01,d005,Development
84974,Baocai,Pell,9999-01-01,d005,Development
84999,Turgut,Koblitz,9999-01-01,d007,Sales
85028,Ebru,Heydon,9999-01-01,d007,Sales
85057,Charlene,Sadowsky,9999-01-01,d005,Development
85079,Shan,Wossner,9999-01-01,d007,Sales
85096,Xinglin,Feinberg,9999-01-01,d005,Development
85111,Sastry,Kavraki,9999-01-01,d007,Sales
85184,Gretta,Peng,9999-01-01,d005,Development
85199,Souichi,Barbanera,9999-01-01,d005,Development
85204,Moni,Silva,9999-01-01,d007,Sales
85206,Shahar,Navazio,9999-01-01,d005,Development
85215,Along,Detkin,9999-01-01,d007,Sales
85219,Anyuan,Zaiane,9999-01-01,d005,Development
85220,Kristin,Lipner,9999-01-01,d005,Development
85267,Masaru,Winter,9999-01-01,d007,Sales
85278,Kamakshi,Karnin,9999-01-01,d005,Development
85300,Panayotis,Domenig,9999-01-01,d005,Development
85328,Kien,Kitsuregawa,9999-01-01,d005,Development
85371,Suebskul,Lanphier,9999-01-01,d007,Sales
85374,Hairong,Herber,9999-01-01,d005,Development
85394,Sastry,Conta,9999-01-01,d005,Development
85406,Serap,Matzke,9999-01-01,d007,Sales
85416,Haldun,Melton,9999-01-01,d005,Development
85489,Adas,Zwicker,9999-01-01,d007,Sales
85524,Lillian,Tokunaga,9999-01-01,d005,Development
85532,Jinxi,Imataki,9999-01-01,d005,Development
85537,Tzu,Bernatsky,9999-01-01,d007,Sales
85552,Atilio,Perko,9999-01-01,d005,Development
85555,Parke,Morrow,9999-01-01,d005,Development
85583,Sanjeeva,Hiyoshi,9999-01-01,d005,Development
85609,Otmar,Benner,9999-01-01,d005,Development
85621,Steen,Peha,9999-01-01,d007,Sales
85641,Breannda,Buescher,9999-01-01,d007,Sales
85645,Henk,Ashish,9999-01-01,d005,Development
85647,Kristian,Waymire,9999-01-01,d007,Sales
85675,Ziya,Spell,9999-01-01,d005,Development
85696,Wuxu,Mitzlaff,9999-01-01,d007,Sales
85719,Satosi,Rosti,9999-01-01,d007,Sales
85743,Ramalingam,Wissmann,9999-01-01,d007,Sales
85755,Aloys,Ozeri,9999-01-01,d007,Sales
85776,Dante,Reutenauer,9999-01-01,d007,Sales
85784,Nechama,Cronau,9999-01-01,d007,Sales
85796,Honglan,Boissier,9999-01-01,d007,Sales
85812,Seshu,Erbe,9999-01-01,d005,Development
85825,Hongzhu,Zedlitz,9999-01-01,d007,Sales
85827,Basant,Schach,9999-01-01,d007,Sales
85850,Leszek,Usdin,9999-01-01,d005,Development
85866,Dinkar,Baek,9999-01-01,d007,Sales
85883,Takahito,Reghbati,9999-01-01,d005,Development
85894,Teunis,Eugenio,9999-01-01,d005,Development
85901,Tommaso,Hagimont,9999-01-01,d007,Sales
85924,Gita,Menhardt,9999-01-01,d005,Development
85939,Xinyu,Schlegelmilch,9999-01-01,d007,Sales
85968,Idoia,Lorch,9999-01-01,d005,Development
85988,Aiichiro,Brlek,9999-01-01,d007,Sales
86014,Maris,Zeilberger,9999-01-01,d005,Development
86065,Suebskul,Fetvedt,9999-01-01,d005,Development
86070,Diederik,Restivo,9999-01-01,d005,Development
86071,Premsyl,Kavvadias,9999-01-01,d007,Sales
86083,Parke,Spell,9999-01-01,d005,Development
86155,Tadahiko,Luke,9999-01-01,d005,Development
86175,Marc,Herbst,9999-01-01,d005,Development
86217,Mari,Asrin,9999-01-01,d005,Development
86252,Mahendra,Selenyi,9999-01-01,d007,Sales
86267,Masato,Guting,9999-01-01,d005,Development
86269,Kristinn,Swift,9999-01-01,d007,Sales
86284,Fabrizio,Wrigley,9999-01-01,d005,Development
86297,Susuma,Feldmann,9999-01-01,d005,Development
86321,Shiv,Vasanthakumar,9999-01-01,d005,Development
86342,Marit,Boguraev,9999-01-01,d005,Development
86351,Jackson,Staylopatis,9999-01-01,d007,Sales
86395,Duke,Grospietsch,9999-01-01,d007,Sales
86404,Jungsoon,Quaggetto,9999-01-01,d005,Development
86437,Zvonko,Bednarek,9999-01-01,d005,Development
86491,Shuzo,Conta,9999-01-01,d005,Development
86559,Weiye,Tsukuda,9999-01-01,d005,Development
86561,Thodoros,Frolund,9999-01-01,d005,Development
86608,Honglan,Shigei,9999-01-01,d007,Sales
86612,Yuchang,McAffer,9999-01-01,d007,Sales
86626,Sashi,Polajnar,9999-01-01,d007,Sales
86631,Tristan,Isaac,9999-01-01,d005,Development
86634,Odysseas,Terlouw,9999-01-01,d005,Development
86654,Jeane,Taubenfeld,9999-01-01,d007,Sales
86746,Parke,Seiwald,9999-01-01,d005,Development
86754,Guadalupe,Vigier,9999-01-01,d007,Sales
86776,Palash,Danecki,9999-01-01,d007,Sales
86788,Golgen,Saoudi,9999-01-01,d007,Sales
86831,KayLiang,Nanard,9999-01-01,d007,Sales
86871,Djenana,Zolotykh,9999-01-01,d005,Development
86905,Alenka,Streng,9999-01-01,d005,Development
86906,Adel,Fiutem,9999-01-01,d005,Development
86948,Rosita,Swan,9999-01-01,d007,Sales
86969,Shai,Rijckaert,9999-01-01,d005,Development
86984,Lakshmi,Kawashima,9999-01-01,d005,Development
87022,Mario,Eterovic,9999-01-01,d005,Development
87030,Shmuel,Prenel,9999-01-01,d007,Sales
87043,Fay,Anily,9999-01-01,d005,Development
87054,Szabolcs,Kandlur,9999-01-01,d005,Development
87059,Girolamo,Leuchs,9999-01-01,d007,Sales
87060,Willard,Birdsall,9999-01-01,d007,Sales
87064,Ewing,Bednarek,9999-01-01,d005,Development
87070,Tsz,Farrow,9999-01-01,d005,Development
87078,Boalin,Muntz,9999-01-01,d005,Development
87115,Charlene,Zyda,9999-01-01,d007,Sales
87137,Aluzio,Tsunoo,9999-01-01,d007,Sales
87144,Kshitij,Naudin,9999-01-01,d005,Development
87158,Nahid,Neiman,9999-01-01,d005,Development
87160,Nevio,Gihr,9999-01-01,d005,Development
87161,Ennio,Sudkamp,9999-01-01,d007,Sales
87168,Herb,Beerel,9999-01-01,d005,Development
87170,Macha,Gide,9999-01-01,d005,Development
87196,Caolyn,Ozery,9999-01-01,d005,Development
87199,Yefim,Luck,9999-01-01,d005,Development
87202,Hatem,Coors,9999-01-01,d007,Sales
87234,Boriana,Mungall,9999-01-01,d007,Sales
87246,Boaz,Melichar,9999-01-01,d007,Sales
87274,Hilari,Gide,9999-01-01,d007,Sales
87319,Zita,Bain,9999-01-01,d005,Development
87372,Maren,Stellhorn,9999-01-01,d007,Sales
87374,Sampalli,Maraist,9999-01-01,d007,Sales
87401,Shietung,Zweizig,9999-01-01,d005,Development
87422,Mohamadou,Lorcy,9999-01-01,d005,Development
87449,Golgen,Validov,9999-01-01,d005,Development
87492,Susuma,Kushner,9999-01-01,d005,Development
87504,Fumiya,Takanami,9999-01-01,d005,Development
87526,Turgut,Lanphier,9999-01-01,d007,Sales
87568,Erez,Usery,9999-01-01,d005,Development
87585,Oscar,Morrin,9999-01-01,d005,Development
87640,Shigehito,Swift,9999-01-01,d005,Development
87663,Lenore,Pews,9999-01-01,d005,Development
87681,IEEE,Birge,9999-01-01,d005,Development
87693,Mikhail,Osgood,9999-01-01,d005,Development
87697,Sanjoy,Luit,9999-01-01,d007,Sales
87751,Lakshmi,Frolund,9999-01-01,d007,Sales
87806,Khatoun,Shokrollahi,9999-01-01,d007,Sales
87824,Serenella,Falster,9999-01-01,d005,Development
87851,Aloys,Asser,9999-01-01,d007,Sales
87852,Nikolaos,Pokrovskii,9999-01-01,d007,Sales
87875,Anneli,Reeker,9999-01-01,d005,Development
87881,Yechezkel,Masaki,9999-01-01,d005,Development
87902,Phuoc,Compeau,9999-01-01,d005,Development
87948,Subhash,Kalafatis,9999-01-01,d005,Development
87958,Leandro,Mattern,9999-01-01,d005,Development
87982,Lijia,Conia,9999-01-01,d005,Development
87992,Moriyoshi,Iivonen,9999-01-01,d007,Sales
87993,Masasuke,Hiraishi,9999-01-01,d005,Development
88005,Mrinalini,Brookman,9999-01-01,d005,Development
88010,Prodip,Ventosa,9999-01-01,d007,Sales
88015,Dmitry,Akiyama,9999-01-01,d005,Development
88032,Urs,Serra,9999-01-01,d007,Sales
88080,Mack,Heuser,9999-01-01,d007,Sales
88136,Shir,Stille,9999-01-01,d005,Development
88145,Sanjit,Ernst,9999-01-01,d005,Development
88195,Ghassan,Krogh,9999-01-01,d005,Development
88213,Zvonko,Varman,9999-01-01,d005,Development
88262,Sham,Stassinopoulos,9999-01-01,d005,Development
88269,Demin,Kaelbling,9999-01-01,d007,Sales
88298,Shuji,Vidya,9999-01-01,d005,Development
88314,Tsutomu,Denti,9999-01-01,d005,Development
88340,Gad,Fiutem,9999-01-01,d007,Sales
88354,Lijia,Jiafu,9999-01-01,d007,Sales
88358,Trygve,Salinas,9999-01-01,d005,Development
88378,Shaz,Rodier,9999-01-01,d005,Development
88382,Genta,Penz,9999-01-01,d005,Development
88387,Sanjeeva,Lundstrom,9999-01-01,d005,Development
88393,Kauko,Farris,9999-01-01,d005,Development
88401,Evgueni,Eiter,9999-01-01,d007,Sales
88408,Rasiah,Skrikant,9999-01-01,d007,Sales
88449,Lihong,Naudin,9999-01-01,d005,Development
88503,Anestis,Rosenbaum,9999-01-01,d005,Development
88544,Yannik,Gilg,9999-01-01,d007,Sales
88548,Baruch,Heijenga,9999-01-01,d005,Development
88556,Ute,Ravishankar,9999-01-01,d005,Development
88579,Vasilii,Himler,9999-01-01,d005,Development
88599,Kristin,Schneeberger,9999-01-01,d005,Development
88600,Bernd,Ranze,9999-01-01,d007,Sales
88616,Tadahiro,Esposito,9999-01-01,d005,Development
88663,Adly,Deville,9999-01-01,d005,Development
88741,Ottavia,Rattan,9999-01-01,d005,Development
88748,Satoru,Sigstam,9999-01-01,d005,Development
88754,Garnet,Thorensen,9999-01-01,d007,Sales
88776,Bedir,Kaiser,9999-01-01,d007,Sales
88778,Mohammed,Gruenwald,9999-01-01,d005,Development
88806,Laurentiu,Ernst,9999-01-01,d007,Sales
88825,Fun,Alvarado,9999-01-01,d005,Development
88869,Miomir,Plump,9999-01-01,d005,Development
88893,Shaleah,Shanbhogue,9999-01-01,d005,Development
88924,Qiwen,Alameldin,9999-01-01,d005,Development
88938,Rosine,Detkin,9999-01-01,d007,Sales
88975,Miomir,Baak,9999-01-01,d007,Sales
88987,Miomir,Prenel,9999-01-01,d005,Development
88997,Leif,Giveon,9999-01-01,d005,Development
89022,Atilio,Orlowski,9999-01-01,d007,Sales
89026,Rafols,Siprelle,9999-01-01,d007,Sales
89038,Troy,Kambil,9999-01-01,d005,Development
89051,Demos,Ritzmann,9999-01-01,d007,Sales
89063,Gen,Marshall,9999-01-01,d005,Development
89074,Dmitry,Chandrasekhar,9999-01-01,d007,Sales
89080,Gil,Smeets,9999-01-01,d005,Development
89119,Pranjal,Cyne,9999-01-01,d005,Development
89133,Fumino,Kermarrec,9999-01-01,d005,Development
89136,Poornachandra,Swab,9999-01-01,d005,Development
89154,Dietrich,Isaak,9999-01-01,d007,Sales
89179,Weijing,Kranzdorf,9999-01-01,d007,Sales
89265,Munir,Gopalakrishnan,9999-01-01,d007,Sales
89270,Francoise,Chachaty,9999-01-01,d005,Development
89275,Menkae,Jonsson,9999-01-01,d007,Sales
89300,Xiaoqiang,Schaar,9999-01-01,d005,Development
89333,Mona,Iisaka,9999-01-01,d005,Development
89362,Jiafu,Flasterstein,9999-01-01,d005,Development
89381,Paraskevi,Anily,9999-01-01,d007,Sales
89399,Erzsebet,Smeets,9999-01-01,d005,Development
89404,Arnd,Peng,9999-01-01,d005,Development
89425,Chandrasekaran,Baba,9999-01-01,d007,Sales
89431,Yunming,Pileggi,9999-01-01,d005,Development
89476,Xiaoqiang,Perna,9999-01-01,d005,Development
89507,Diederik,Orlowska,9999-01-01,d005,Development
89525,Kristin,Pleszkun,9999-01-01,d005,Development
89531,Sachem,Boguraev,9999-01-01,d005,Development
89553,Gilbert,Pocchiola,9999-01-01,d005,Development
89567,Kankanahalli,Masand,9999-01-01,d007,Sales
89573,Ute,Varley,9999-01-01,d007,Sales
89743,Hugo,Ferriere,9999-01-01,d005,Development
89760,Mandell,Ducloy,9999-01-01,d007,Sales
89776,Seongbae,Remmers,9999-01-01,d007,Sales
89785,Amabile,Beerel,9999-01-01,d005,Development
89812,Boriana,Vingron,9999-01-01,d005,Development
89859,Guangming,Lalonde,9999-01-01,d005,Development
89882,Abdulla,Murrill,9999-01-01,d005,Development
89885,Supot,Zumaque,9999-01-01,d005,Development
89887,Zhonghui,Munro,9999-01-01,d007,Sales
89912,Dietrich,Ouhyoung,9999-01-01,d005,Development
89915,Qunsheng,Lores,9999-01-01,d005,Development
89932,Kerryn,Sanella,9999-01-01,d005,Development
90029,Boaz,Melton,9999-01-01,d005,Development
90052,Gill,Cangellaris,9999-01-01,d007,Sales
90059,Fumiyo,Setia,9999-01-01,d005,Development
90080,Hyuncheol,Taubenfeld,9999-01-01,d005,Development
90122,Taisook,Halevi,9999-01-01,d007,Sales
90125,Shugo,Reghbati,9999-01-01,d005,Development
90138,Shin,Selvestrel,9999-01-01,d005,Development
90213,Kotesh,Kobara,9999-01-01,d005,Development
90256,Toney,Brender,9999-01-01,d005,Development
90261,Rimli,Merle,9999-01-01,d005,Development
90277,Conor,Alencar,9999-01-01,d005,Development
90288,Jaideep,Shumilov,9999-01-01,d005,Development
90309,Zengping,Siegrist,9999-01-01,d005,Development
90329,Palash,Renear,9999-01-01,d007,Sales
90353,Mingzeng,Cooley,9999-01-01,d005,Development
90357,Honglan,Lunn,9999-01-01,d005,Development
90413,Qunsheng,Ramamoorthy,9999-01-01,d005,Development
